"","CustomerID","Rating","MovieID","MovieTitle","Release Year","weeks_since_first","Length","IMDB_Rating","Action","Animation","Comedy","Drama","Documentary","Romance","Short","Recommended"
"54","493976",4,"3579","2 Fast 2 Furious",2003,258.857142857143,107,5.1,1,0,0,0,0,0,0,"1"
"55","1294583",4,"3579","2 Fast 2 Furious",2003,290,107,5.1,1,0,0,0,0,0,0,"1"
"56","82103",4,"3579","2 Fast 2 Furious",2003,250.142857142857,107,5.1,1,0,0,0,0,0,0,"1"
"57","404478",3,"3579","2 Fast 2 Furious",2003,292,107,5.1,1,0,0,0,0,0,0,"1"
"58","1693079",5,"3579","2 Fast 2 Furious",2003,217.714285714286,107,5.1,1,0,0,0,0,0,0,"1"
"59","1134519",4,"3579","2 Fast 2 Furious",2003,270.142857142857,107,5.1,1,0,0,0,0,0,0,"1"
"60","717361",4,"3579","2 Fast 2 Furious",2003,204,107,5.1,1,0,0,0,0,0,0,"1"
"61","570681",4,"3571","200 Cigarettes",1999,253,101,5.4,0,0,1,1,0,0,0,"1"
"62","768949",3,"3571","200 Cigarettes",1999,240.571428571429,101,5.4,0,0,1,1,0,0,0,"1"
"63","1854658",2,"3571","200 Cigarettes",1999,294.142857142857,101,5.4,0,0,1,1,0,0,0,"0"
"64","125052",4,"3571","200 Cigarettes",1999,223.571428571429,101,5.4,0,0,1,1,0,0,0,"1"
"65","2166690",2,"3571","200 Cigarettes",1999,239.428571428571,101,5.4,0,0,1,1,0,0,0,"0"
"66","1734369",5,"3571","200 Cigarettes",1999,238.714285714286,101,5.4,0,0,1,1,0,0,0,"1"
"67","1639238",5,"3571","200 Cigarettes",1999,258.142857142857,101,5.4,0,0,1,1,0,0,0,"1"
"68","816435",3,"3571","200 Cigarettes",1999,284.428571428571,101,5.4,0,0,1,1,0,0,0,"1"
"69","1686401",2,"3571","200 Cigarettes",1999,183.714285714286,101,5.4,0,0,1,1,0,0,0,"0"
"70","727106",3,"3571","200 Cigarettes",1999,254.857142857143,101,5.4,0,0,1,1,0,0,0,"1"
"71","266906",3,"2265","2001: A Space Travesty",2000,263.857142857143,99,2.5,0,0,1,0,0,0,0,"1"
"72","2539375",2,"2265","2001: A Space Travesty",2000,270.571428571429,99,2.5,0,0,1,0,0,0,0,"0"
"73","2302074",3,"2265","2001: A Space Travesty",2000,222.428571428571,99,2.5,0,0,1,0,0,0,0,"1"
"74","2283366",2,"2265","2001: A Space Travesty",2000,253.142857142857,99,2.5,0,0,1,0,0,0,0,"0"
"75","1949871",1,"2265","2001: A Space Travesty",2000,265.571428571429,99,2.5,0,0,1,0,0,0,0,"0"
"76","2045960",2,"2265","2001: A Space Travesty",2000,288.714285714286,99,2.5,0,0,1,0,0,0,0,"0"
"77","1130863",1,"2265","2001: A Space Travesty",2000,121.285714285714,99,2.5,0,0,1,0,0,0,0,"0"
"78","2503473",3,"2265","2001: A Space Travesty",2000,211.571428571429,99,2.5,0,0,1,0,0,0,0,"1"
"79","435932",1,"2265","2001: A Space Travesty",2000,185.285714285714,99,2.5,0,0,1,0,0,0,0,"0"
"80","2439534",3,"2265","2001: A Space Travesty",2000,130.571428571429,99,2.5,0,0,1,0,0,0,0,"1"
"81","1580281",3,"3506","24 Hour Party People",2002,282.714285714286,117,7.2,0,0,1,1,0,0,0,"1"
"82","1779681",3,"3506","24 Hour Party People",2002,302.714285714286,117,7.2,0,0,1,1,0,0,0,"1"
"83","527022",4,"3506","24 Hour Party People",2002,239.285714285714,117,7.2,0,0,1,1,0,0,0,"1"
"84","1371902",3,"3506","24 Hour Party People",2002,261.142857142857,117,7.2,0,0,1,1,0,0,0,"1"
"85","1427343",5,"3506","24 Hour Party People",2002,252,117,7.2,0,0,1,1,0,0,0,"1"
"86","528808",2,"3506","24 Hour Party People",2002,169.571428571429,117,7.2,0,0,1,1,0,0,0,"0"
"87","167949",4,"3506","24 Hour Party People",2002,184.571428571429,117,7.2,0,0,1,1,0,0,0,"1"
"88","269554",4,"3506","24 Hour Party People",2002,196.857142857143,117,7.2,0,0,1,1,0,0,0,"1"
"89","633570",2,"3506","24 Hour Party People",2002,221.571428571429,117,7.2,0,0,1,1,0,0,0,"0"
"90","1772947",3,"3506","24 Hour Party People",2002,163.571428571429,117,7.2,0,0,1,1,0,0,0,"1"
"91","2392141",3,"3626","25th Hour",2002,230.571428571429,135,7.8,0,0,0,1,0,0,0,"1"
"92","1777895",4,"3626","25th Hour",2002,262.571428571429,135,7.8,0,0,0,1,0,0,0,"1"
"93","169054",2,"3626","25th Hour",2002,271.428571428571,135,7.8,0,0,0,1,0,0,0,"0"
"94","471307",2,"3626","25th Hour",2002,179.285714285714,135,7.8,0,0,0,1,0,0,0,"0"
"95","983493",3,"3626","25th Hour",2002,296.714285714286,135,7.8,0,0,0,1,0,0,0,"1"
"96","344209",4,"3626","25th Hour",2002,244.285714285714,135,7.8,0,0,0,1,0,0,0,"1"
"97","1609395",4,"3626","25th Hour",2002,220.428571428571,135,7.8,0,0,0,1,0,0,0,"1"
"98","770744",4,"3626","25th Hour",2002,177.142857142857,135,7.8,0,0,0,1,0,0,0,"1"
"99","1993942",5,"3626","25th Hour",2002,191.571428571429,135,7.8,0,0,0,1,0,0,0,"1"
"100","521890",3,"3626","25th Hour",2002,305.142857142857,135,7.8,0,0,0,1,0,0,0,"1"
"101","408457",4,"1269","29th Street",1991,274.428571428571,101,6.9,0,0,1,0,0,0,0,"1"
"102","2441636",3,"1269","29th Street",1991,311.714285714286,101,6.9,0,0,1,0,0,0,0,"1"
"103","928497",3,"1269","29th Street",1991,281.285714285714,101,6.9,0,0,1,0,0,0,0,"1"
"104","481336",3,"1269","29th Street",1991,292.142857142857,101,6.9,0,0,1,0,0,0,0,"1"
"105","1434863",4,"1269","29th Street",1991,288.285714285714,101,6.9,0,0,1,0,0,0,0,"1"
"106","1819462",2,"1269","29th Street",1991,276.428571428571,101,6.9,0,0,1,0,0,0,0,"0"
"107","777167",5,"1269","29th Street",1991,298.857142857143,101,6.9,0,0,1,0,0,0,0,"1"
"108","1296679",2,"1269","29th Street",1991,292.571428571429,101,6.9,0,0,1,0,0,0,0,"0"
"109","614965",3,"1269","29th Street",1991,309.714285714286,101,6.9,0,0,1,0,0,0,0,"1"
"110","1331818",1,"1269","29th Street",1991,307.571428571429,101,6.9,0,0,1,0,0,0,0,"0"
"111","1102760",5,"4139","2LDK",2002,291,70,7.3,0,0,0,0,0,0,0,"1"
"112","179767",2,"4139","2LDK",2002,288.571428571429,70,7.3,0,0,0,0,0,0,0,"0"
"113","767958",1,"4139","2LDK",2002,243.571428571429,70,7.3,0,0,0,0,0,0,0,"0"
"114","807759",3,"4139","2LDK",2002,291.714285714286,70,7.3,0,0,0,0,0,0,0,"1"
"115","107871",4,"4139","2LDK",2002,299.571428571429,70,7.3,0,0,0,0,0,0,0,"1"
"116","497196",4,"4139","2LDK",2002,258.857142857143,70,7.3,0,0,0,0,0,0,0,"1"
"117","1700131",2,"4139","2LDK",2002,274.142857142857,70,7.3,0,0,0,0,0,0,0,"0"
"118","677223",3,"4139","2LDK",2002,268.428571428571,70,7.3,0,0,0,0,0,0,0,"1"
"119","208580",4,"4139","2LDK",2002,280.142857142857,70,7.3,0,0,0,0,0,0,0,"1"
"120","870526",3,"4139","2LDK",2002,256.142857142857,70,7.3,0,0,0,0,0,0,0,"1"
"121","2391236",4,"1962","50 First Dates",2004,248.142857142857,99,6.8,0,0,1,0,0,1,0,"1"
"122","204110",4,"1962","50 First Dates",2004,232.142857142857,99,6.8,0,0,1,0,0,1,0,"1"
"123","1629082",4,"1962","50 First Dates",2004,234.714285714286,99,6.8,0,0,1,0,0,1,0,"1"
"124","2174630",3,"1962","50 First Dates",2004,288,99,6.8,0,0,1,0,0,1,0,"1"
"125","1983441",5,"1962","50 First Dates",2004,251,99,6.8,0,0,1,0,0,1,0,"1"
"126","144533",3,"1962","50 First Dates",2004,296.857142857143,99,6.8,0,0,1,0,0,1,0,"1"
"127","1545004",2,"1962","50 First Dates",2004,293.857142857143,99,6.8,0,0,1,0,0,1,0,"0"
"128","1975315",4,"1962","50 First Dates",2004,241.571428571429,99,6.8,0,0,1,0,0,1,0,"1"
"129","1258480",4,"1962","50 First Dates",2004,243.857142857143,99,6.8,0,0,1,0,0,1,0,"1"
"130","1513646",1,"1962","50 First Dates",2004,309.428571428571,99,6.8,0,0,1,0,0,1,0,"0"
"131","2498663",4,"2792","Aandhi",1975,261.142857142857,133,7,0,0,0,1,0,0,0,"1"
"132","1864362",4,"2792","Aandhi",1975,262.428571428571,133,7,0,0,0,1,0,0,0,"1"
"133","1532963",4,"2792","Aandhi",1975,253.857142857143,133,7,0,0,0,1,0,0,0,"1"
"134","773664",4,"2792","Aandhi",1975,252.285714285714,133,7,0,0,0,1,0,0,0,"1"
"135","380292",4,"2792","Aandhi",1975,47.7142857142857,133,7,0,0,0,1,0,0,0,"1"
"136","539634",5,"2792","Aandhi",1975,301,133,7,0,0,0,1,0,0,0,"1"
"137","2256485",1,"2792","Aandhi",1975,240.142857142857,133,7,0,0,0,1,0,0,0,"0"
"138","91120",3,"2792","Aandhi",1975,5.42857142857143,133,7,0,0,0,1,0,0,0,"1"
"139","247120",2,"2792","Aandhi",1975,292.285714285714,133,7,0,0,0,1,0,0,0,"0"
"140","2487515",3,"2792","Aandhi",1975,5.57142857142857,133,7,0,0,0,1,0,0,0,"1"
"141","2089860",2,"2574","Abandon",2002,306.285714285714,99,4.7,0,0,0,1,0,0,0,"0"
"142","854849",3,"2574","Abandon",2002,232.714285714286,99,4.7,0,0,0,1,0,0,0,"1"
"143","1024854",3,"2574","Abandon",2002,250.142857142857,99,4.7,0,0,0,1,0,0,0,"1"
"144","2540871",4,"2574","Abandon",2002,171.285714285714,99,4.7,0,0,0,1,0,0,0,"1"
"145","2357527",3,"2574","Abandon",2002,200.714285714286,99,4.7,0,0,0,1,0,0,0,"1"
"146","1312635",2,"2574","Abandon",2002,180.428571428571,99,4.7,0,0,0,1,0,0,0,"0"
"147","2328335",2,"2574","Abandon",2002,182.428571428571,99,4.7,0,0,0,1,0,0,0,"0"
"148","777247",1,"2574","Abandon",2002,268.714285714286,99,4.7,0,0,0,1,0,0,0,"0"
"149","2481642",2,"2574","Abandon",2002,192,99,4.7,0,0,0,1,0,0,0,"0"
"150","2049044",3,"2574","Abandon",2002,264.714285714286,99,4.7,0,0,0,1,0,0,0,"1"
"151","1662118",2,"3320","About a Boy",2002,169.285714285714,101,7.5,0,0,1,1,0,0,0,"0"
"152","2034847",4,"3320","About a Boy",2002,268.142857142857,101,7.5,0,0,1,1,0,0,0,"1"
"153","569393",3,"3320","About a Boy",2002,209,101,7.5,0,0,1,1,0,0,0,"1"
"154","1241893",2,"3320","About a Boy",2002,251.428571428571,101,7.5,0,0,1,1,0,0,0,"0"
"155","1575055",4,"3320","About a Boy",2002,185.714285714286,101,7.5,0,0,1,1,0,0,0,"1"
"156","964479",4,"3320","About a Boy",2002,209.142857142857,101,7.5,0,0,1,1,0,0,0,"1"
"157","727112",4,"3320","About a Boy",2002,262.428571428571,101,7.5,0,0,1,1,0,0,0,"1"
"158","1455644",4,"3320","About a Boy",2002,302.142857142857,101,7.5,0,0,1,1,0,0,0,"1"
"159","1657597",4,"3320","About a Boy",2002,231.571428571429,101,7.5,0,0,1,1,0,0,0,"1"
"160","610335",4,"3320","About a Boy",2002,218,101,7.5,0,0,1,1,0,0,0,"1"
"161","2079376",5,"2988","About Adam",2000,152.428571428571,105,6.4,0,0,1,0,0,1,0,"1"
"162","151004",4,"2988","About Adam",2000,228.285714285714,105,6.4,0,0,1,0,0,1,0,"1"
"163","775041",3,"2988","About Adam",2000,296.142857142857,105,6.4,0,0,1,0,0,1,0,"1"
"164","2117432",3,"2988","About Adam",2000,220.571428571429,105,6.4,0,0,1,0,0,1,0,"1"
"165","431327",3,"2988","About Adam",2000,196.571428571429,105,6.4,0,0,1,0,0,1,0,"1"
"166","488713",4,"2988","About Adam",2000,282.857142857143,105,6.4,0,0,1,0,0,1,0,"1"
"167","423270",4,"2988","About Adam",2000,190.571428571429,105,6.4,0,0,1,0,0,1,0,"1"
"168","1615874",2,"2988","About Adam",2000,122.714285714286,105,6.4,0,0,1,0,0,1,0,"0"
"169","1566243",5,"2988","About Adam",2000,309.857142857143,105,6.4,0,0,1,0,0,1,0,"1"
"170","2134665",5,"2988","About Adam",2000,201.714285714286,105,6.4,0,0,1,0,0,1,0,"1"
"171","1435862",4,"3756","About Schmidt",2002,199,125,7.3,0,0,1,1,0,0,0,"1"
"172","1623898",3,"3756","About Schmidt",2002,189,125,7.3,0,0,1,1,0,0,0,"1"
"173","129845",3,"3756","About Schmidt",2002,284.571428571429,125,7.3,0,0,1,1,0,0,0,"1"
"174","2236738",3,"3756","About Schmidt",2002,250.142857142857,125,7.3,0,0,1,1,0,0,0,"1"
"175","685310",5,"3756","About Schmidt",2002,247.857142857143,125,7.3,0,0,1,1,0,0,0,"1"
"176","1214342",3,"3756","About Schmidt",2002,201,125,7.3,0,0,1,1,0,0,0,"1"
"177","1876697",4,"3756","About Schmidt",2002,274.285714285714,125,7.3,0,0,1,1,0,0,0,"1"
"178","2458958",2,"3756","About Schmidt",2002,234.714285714286,125,7.3,0,0,1,1,0,0,0,"0"
"179","132491",2,"3756","About Schmidt",2002,233.142857142857,125,7.3,0,0,1,1,0,0,0,"0"
"180","1102084",3,"3756","About Schmidt",2002,204.142857142857,125,7.3,0,0,1,1,0,0,0,"1"
"181","1599561",2,"2154","Absolute Beginners",1986,192.142857142857,108,5.3,0,0,0,0,0,0,0,"0"
"182","1424172",5,"2154","Absolute Beginners",1986,235.714285714286,108,5.3,0,0,0,0,0,0,0,"1"
"183","462444",4,"2154","Absolute Beginners",1986,305.142857142857,108,5.3,0,0,0,0,0,0,0,"1"
"184","710621",4,"2154","Absolute Beginners",1986,178.428571428571,108,5.3,0,0,0,0,0,0,0,"1"
"185","1461435",1,"2154","Absolute Beginners",1986,169.571428571429,108,5.3,0,0,0,0,0,0,0,"0"
"186","2439493",1,"2154","Absolute Beginners",1986,169.571428571429,108,5.3,0,0,0,0,0,0,0,"0"
"187","661662",3,"2154","Absolute Beginners",1986,211.428571428571,108,5.3,0,0,0,0,0,0,0,"1"
"188","1661344",3,"2154","Absolute Beginners",1986,230.571428571429,108,5.3,0,0,0,0,0,0,0,"1"
"189","57633",3,"2154","Absolute Beginners",1986,169.571428571429,108,5.3,0,0,0,0,0,0,0,"1"
"190","1389295",2,"2154","Absolute Beginners",1986,265.142857142857,108,5.3,0,0,0,0,0,0,0,"0"
"191","1192958",1,"1682","Absolute Power",1997,289.428571428571,121,6.4,0,0,0,1,0,0,0,"0"
"192","1429631",5,"1682","Absolute Power",1997,151.285714285714,121,6.4,0,0,0,1,0,0,0,"1"
"193","2183559",3,"1682","Absolute Power",1997,40.1428571428571,121,6.4,0,0,0,1,0,0,0,"1"
"194","543999",3,"1682","Absolute Power",1997,292.571428571429,121,6.4,0,0,0,1,0,0,0,"1"
"195","1291022",3,"1682","Absolute Power",1997,264.142857142857,121,6.4,0,0,0,1,0,0,0,"1"
"196","1037808",4,"1682","Absolute Power",1997,210.571428571429,121,6.4,0,0,0,1,0,0,0,"1"
"197","1890055",5,"1682","Absolute Power",1997,278.285714285714,121,6.4,0,0,0,1,0,0,0,"1"
"198","1605390",5,"1682","Absolute Power",1997,285,121,6.4,0,0,0,1,0,0,0,"1"
"199","149489",4,"1682","Absolute Power",1997,291.714285714286,121,6.4,0,0,0,1,0,0,0,"1"
"200","622295",3,"1682","Absolute Power",1997,295.428571428571,121,6.4,0,0,0,1,0,0,0,"1"
"201","147093",3,"3094","According to Spencer",2001,295,95,4.1,0,0,1,0,0,1,0,"1"
"202","2596548",3,"3094","According to Spencer",2001,273,95,4.1,0,0,1,0,0,1,0,"1"
"203","2437475",4,"3094","According to Spencer",2001,231,95,4.1,0,0,1,0,0,1,0,"1"
"204","1437940",3,"3094","According to Spencer",2001,274.428571428571,95,4.1,0,0,1,0,0,1,0,"1"
"205","35036",3,"3094","According to Spencer",2001,307.142857142857,95,4.1,0,0,1,0,0,1,0,"1"
"206","361543",2,"3094","According to Spencer",2001,288.857142857143,95,4.1,0,0,1,0,0,1,0,"0"
"207","1570222",2,"3094","According to Spencer",2001,277.428571428571,95,4.1,0,0,1,0,0,1,0,"0"
"208","2517800",2,"3094","According to Spencer",2001,233.142857142857,95,4.1,0,0,1,0,0,1,0,"0"
"209","87892",2,"3094","According to Spencer",2001,257.142857142857,95,4.1,0,0,1,0,0,1,0,"0"
"210","1412897",3,"3094","According to Spencer",2001,234.714285714286,95,4.1,0,0,1,0,0,1,0,"1"
"211","777200",4,"295","Ace Ventura: When Nature Calls",1995,298.857142857143,90,4.9,0,0,1,0,0,0,0,"1"
"212","1007967",5,"295","Ace Ventura: When Nature Calls",1995,299.714285714286,90,4.9,0,0,1,0,0,0,0,"1"
"213","672349",5,"295","Ace Ventura: When Nature Calls",1995,262.428571428571,90,4.9,0,0,1,0,0,0,0,"1"
"214","469532",3,"295","Ace Ventura: When Nature Calls",1995,212.285714285714,90,4.9,0,0,1,0,0,0,0,"1"
"215","1406452",4,"295","Ace Ventura: When Nature Calls",1995,303.428571428571,90,4.9,0,0,1,0,0,0,0,"1"
"216","558480",4,"295","Ace Ventura: When Nature Calls",1995,280.285714285714,90,4.9,0,0,1,0,0,0,0,"1"
"217","2280291",3,"295","Ace Ventura: When Nature Calls",1995,301.571428571429,90,4.9,0,0,1,0,0,0,0,"1"
"218","2607099",2,"295","Ace Ventura: When Nature Calls",1995,239.714285714286,90,4.9,0,0,1,0,0,0,0,"0"
"219","968612",5,"295","Ace Ventura: When Nature Calls",1995,296.285714285714,90,4.9,0,0,1,0,0,0,0,"1"
"220","968798",4,"295","Ace Ventura: When Nature Calls",1995,278.714285714286,90,4.9,0,0,1,0,0,0,0,"1"
"221","217828",3,"3295","Action Jackson",1988,194.142857142857,96,4.4,1,0,1,0,0,0,0,"1"
"222","1000710",3,"3295","Action Jackson",1988,264.285714285714,96,4.4,1,0,1,0,0,0,0,"1"
"223","1392598",1,"3295","Action Jackson",1988,201.142857142857,96,4.4,1,0,1,0,0,0,0,"0"
"224","567875",1,"3295","Action Jackson",1988,193.142857142857,96,4.4,1,0,1,0,0,0,0,"0"
"225","2143500",2,"3295","Action Jackson",1988,263.714285714286,96,4.4,1,0,1,0,0,0,0,"0"
"226","2073799",2,"3295","Action Jackson",1988,228.142857142857,96,4.4,1,0,1,0,0,0,0,"0"
"227","1268699",2,"3295","Action Jackson",1988,233.571428571429,96,4.4,1,0,1,0,0,0,0,"0"
"228","1892783",5,"3295","Action Jackson",1988,208.428571428571,96,4.4,1,0,1,0,0,0,0,"1"
"229","2503583",2,"3295","Action Jackson",1988,260,96,4.4,1,0,1,0,0,0,0,"0"
"230","1394217",1,"3295","Action Jackson",1988,190.285714285714,96,4.4,1,0,1,0,0,0,0,"0"
"231","1083542",1,"4303","Adam & Evil",2004,232.285714285714,90,3.4,0,0,0,0,0,0,0,"0"
"232","1607940",2,"4303","Adam & Evil",2004,231.571428571429,90,3.4,0,0,0,0,0,0,0,"0"
"233","2245965",1,"4303","Adam & Evil",2004,252.571428571429,90,3.4,0,0,0,0,0,0,0,"0"
"234","1403217",2,"4303","Adam & Evil",2004,293.285714285714,90,3.4,0,0,0,0,0,0,0,"0"
"235","1664010",3,"4303","Adam & Evil",2004,301.142857142857,90,3.4,0,0,0,0,0,0,0,"1"
"236","853929",1,"4303","Adam & Evil",2004,235.285714285714,90,3.4,0,0,0,0,0,0,0,"0"
"237","2517870",3,"4303","Adam & Evil",2004,227.142857142857,90,3.4,0,0,0,0,0,0,0,"1"
"238","1984749",1,"4303","Adam & Evil",2004,240.714285714286,90,3.4,0,0,0,0,0,0,0,"0"
"239","332300",2,"4303","Adam & Evil",2004,240.714285714286,90,3.4,0,0,0,0,0,0,0,"0"
"240","1399457",5,"4303","Adam & Evil",2004,309.857142857143,90,3.4,0,0,0,0,0,0,0,"1"
"241","2595011",3,"1869","Adrenalin: Fear the Rush",1996,251,88,3.5,1,0,0,0,0,0,0,"1"
"242","798296",1,"1869","Adrenalin: Fear the Rush",1996,143.142857142857,88,3.5,1,0,0,0,0,0,0,"0"
"243","1639792",1,"1869","Adrenalin: Fear the Rush",1996,113.571428571429,88,3.5,1,0,0,0,0,0,0,"0"
"244","235789",2,"1869","Adrenalin: Fear the Rush",1996,250.428571428571,88,3.5,1,0,0,0,0,0,0,"0"
"245","1776870",3,"1869","Adrenalin: Fear the Rush",1996,287.142857142857,88,3.5,1,0,0,0,0,0,0,"1"
"246","1517061",1,"1869","Adrenalin: Fear the Rush",1996,172.428571428571,88,3.5,1,0,0,0,0,0,0,"0"
"247","1178284",4,"1869","Adrenalin: Fear the Rush",1996,196,88,3.5,1,0,0,0,0,0,0,"1"
"248","2623758",2,"1869","Adrenalin: Fear the Rush",1996,203.857142857143,88,3.5,1,0,0,0,0,0,0,"0"
"249","2030597",3,"1869","Adrenalin: Fear the Rush",1996,292.285714285714,88,3.5,1,0,0,0,0,0,0,"1"
"250","67134",2,"1869","Adrenalin: Fear the Rush",1996,171.142857142857,88,3.5,1,0,0,0,0,0,0,"0"
"251","1625122",5,"4258","Advise and Consent",1962,292,142,7.7,0,0,0,1,0,0,0,"1"
"252","154449",4,"4258","Advise and Consent",1962,301.571428571429,142,7.7,0,0,0,1,0,0,0,"1"
"253","413701",4,"4258","Advise and Consent",1962,304.714285714286,142,7.7,0,0,0,1,0,0,0,"1"
"254","594494",5,"4258","Advise and Consent",1962,293.571428571429,142,7.7,0,0,0,1,0,0,0,"1"
"255","2211440",3,"4258","Advise and Consent",1962,279.571428571429,142,7.7,0,0,0,1,0,0,0,"1"
"256","493082",3,"4258","Advise and Consent",1962,278.285714285714,142,7.7,0,0,0,1,0,0,0,"1"
